Gene	1_ST_1	1_ST_2	1_ST_3	1_ST_4	1_ST_5	1_ST_6	1_ST_7	1_ST_8	1_ST_9	1_ST_10	1_ST_11	1_ST_12	1_ST_13	1_ST_14	1_ST_15	1_ST_16	1_ST_17	1_ST_18	1_ST_19	1_ST_20	1_ST_21	1_ST_22	1_ST_23	1_ST_24
EIF4B	197.21	73.90	103.04	127.03	238.36	1150.85	0.00	0.00	274.36	225.65	181.74	43.04	75.25	141.18	327.01	342.55	143.56	118.39	411.43	188.09	0.00	147.41	250.02	203.56
EIF4E	63.96	59.12	194.42	180.52	303.94	44.26	0.00	0.00	351.64	79.17	117.01	266.84	106.11	132.35	0.00	81.13	193.25	201.26	134.04	123.97	0.00	171.98	89.29	48.03
EIF4E1B	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
EIF4E2	127.92	118.24	159.42	0.00	68.10	44.26	0.00	0.00	19.32	160.33	78.42	2.87	13.51	17.65	0.00	126.20	69.02	82.87	24.20	0.00	0.00	0.00	0.00	75.48
EIF4E3	85.28	0.00	3.89	66.86	22.70	0.00	0.00	0.00	3.86	7.92	2.49	54.52	109.97	0.00	0.00	40.57	27.61	56.23	119.15	98.32	0.00	0.00	4.46	0.00
EIF4EBP1	122.59	0.00	1.94	6.69	5.04	885.27	0.00	0.00	0.00	0.00	0.00	34.43	27.01	44.12	0.00	4.51	57.98	162.78	1.86	4.27	0.00	0.00	0.00	50.32
EIF4EBP2	0.00	98.53	3.89	13.37	74.41	0.00	0.00	0.00	73.42	61.36	54.77	0.00	17.36	8.82	0.00	108.17	104.91	14.80	33.51	0.00	407.83	16.38	8.93	11.44
EIF4EBP3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
EIF4ENIF1	69.29	123.17	83.60	46.80	58.01	0.00	0.00	0.00	73.42	45.53	72.20	11.48	3.86	26.47	0.00	9.01	19.33	11.84	20.48	4.27	407.83	8.19	58.04	11.44
EIF4G1	117.26	537.00	278.02	140.40	325.38	88.53	0.00	0.00	212.53	87.09	31.12	332.83	322.20	432.36	327.01	644.54	400.31	165.74	310.90	179.54	0.00	196.55	321.46	235.58
EIF4G2	746.21	625.68	363.56	307.54	553.65	796.74	648.51	0.00	382.56	469.11	369.71	309.88	459.19	820.60	327.01	761.73	560.43	512.03	526.85	735.24	0.00	499.56	745.61	571.81
EIF4G3	90.61	137.95	281.91	53.49	363.22	0.00	0.00	0.00	166.16	166.27	93.36	31.56	189.08	70.59	0.00	153.25	179.45	174.62	122.87	166.71	0.00	294.82	290.21	198.99
EIF4H	117.26	44.34	252.75	334.29	186.65	0.00	648.51	0.00	123.65	49.48	205.39	91.82	160.14	35.29	0.00	40.57	124.23	56.23	169.41	324.88	407.83	180.17	49.11	82.34
EIF5	378.43	615.83	178.87	287.49	539.78	0.00	0.00	0.00	425.06	249.40	429.46	398.83	771.74	644.13	7848.27	63.10	193.25	461.72	392.81	709.60	407.83	171.98	156.26	434.57
EIF5A	111.93	118.24	126.37	66.86	128.64	0.00	0.00	0.00	50.23	87.09	68.46	278.32	167.85	70.59	0.00	36.06	33.13	91.75	145.21	89.77	0.00	163.79	178.59	125.80
EIF5A2	143.91	9.85	264.41	13.37	85.76	0.00	0.00	0.00	19.32	7.92	53.53	51.65	0.00	8.82	0.00	9.01	2.76	0.00	27.93	17.10	0.00	8.19	84.83	2.29
EIF5AL1	0.00	0.00	3.89	0.00	2.52	0.00	0.00	0.00	0.00	1.98	1.24	2.87	0.00	0.00	0.00	0.00	0.00	2.96	1.86	0.00	0.00	8.19	13.39	6.86
EIF5B	239.85	123.17	534.65	528.17	105.94	177.05	0.00	0.00	278.22	128.66	165.56	111.90	360.79	176.47	0.00	81.13	118.71	136.15	322.07	72.67	0.00	368.53	370.57	233.30
EIF6	165.23	54.19	77.77	93.60	79.45	0.00	0.00	0.00	11.59	136.58	187.97	31.56	119.62	61.77	0.00	9.01	57.98	118.39	102.39	72.67	0.00	8.19	107.15	89.20
ELAC1	0.00	88.68	0.00	0.00	20.18	0.00	0.00	0.00	0.00	47.50	1.24	0.00	0.00	0.00	0.00	63.10	2.76	0.00	39.10	0.00	0.00	0.00	0.00	0.00
ELAC2	0.00	0.00	3.89	33.43	7.57	0.00	0.00	0.00	34.78	7.92	161.83	63.12	9.65	8.82	0.00	0.00	5.52	0.00	0.00	4.27	0.00	0.00	17.86	9.15
ELANE	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ELAVL1	277.16	177.36	118.60	113.66	142.51	0.00	0.00	0.00	7.73	15.83	3.73	22.95	187.15	26.47	0.00	90.15	96.63	88.79	74.47	29.92	0.00	40.95	71.44	137.23
ELAVL2	0.00	0.00	64.16	0.00	49.19	0.00	0.00	0.00	3.86	0.00	1.24	0.00	52.09	0.00	0.00	0.00	2.76	2.96	1.86	4.27	0.00	0.00	0.00	0.00
ELAVL3	0.00	4.93	1.94	0.00	12.61	0.00	0.00	0.00	0.00	0.00	0.00	2.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ELAVL4	0.00	0.00	40.83	0.00	0.00	0.00	0.00	0.00	0.00	1.98	1.24	2.87	0.00	0.00	0.00	4.51	2.76	2.96	0.00	0.00	0.00	8.19	8.93	2.29
ELDR	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ELF1	74.62	9.85	114.71	26.74	23.96	0.00	0.00	484.97	19.32	3.96	0.00	0.00	77.17	88.24	0.00	13.52	8.28	53.27	27.93	55.57	0.00	8.19	17.86	52.61
ELF2	53.30	34.49	89.43	73.54	45.40	0.00	0.00	0.00	0.00	0.00	1.24	226.67	27.01	8.82	0.00	0.00	52.45	41.44	26.06	209.46	0.00	0.00	22.32	29.73
ELF3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ELF4	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ELF5	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ELFN1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ELFN1-AS1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ELFN2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ELK1	31.98	157.65	9.72	6.69	11.35	0.00	0.00	0.00	15.46	9.90	1.24	11.48	3.86	35.29	0.00	54.09	80.06	8.88	14.89	0.00	0.00	8.19	13.39	2.29
ELK2AP	0.00	0.00	0.00	0.00	2.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ELK3	0.00	0.00	0.00	6.69	0.00	0.00	0.00	0.00	30.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ELK4	0.00	14.78	46.66	6.69	15.13	0.00	0.00	0.00	3.86	7.92	3.73	2.87	0.00	0.00	327.01	9.01	30.37	38.48	40.96	102.59	0.00	32.76	17.86	54.89
ELL	5.33	59.12	60.27	0.00	105.94	0.00	0.00	0.00	3.86	1.98	72.20	2.87	69.46	26.47	0.00	4.51	44.17	20.72	13.03	76.94	0.00	32.76	4.46	16.01
ELL2	47.97	39.41	17.50	187.20	25.22	0.00	1297.02	0.00	108.20	209.81	19.92	192.24	127.34	97.06	0.00	202.83	190.49	171.66	39.10	38.47	0.00	180.17	160.73	107.50
ELL3	5.33	68.97	3.89	60.17	3.78	0.00	0.00	0.00	0.00	0.00	1.24	40.17	1.93	8.82	0.00	0.00	24.85	2.96	3.72	0.00	0.00	171.98	35.72	0.00
ELMO1	69.29	0.00	0.00	0.00	1.26	0.00	0.00	0.00	0.00	21.77	0.00	0.00	1.93	0.00	0.00	0.00	0.00	0.00	27.93	4.27	0.00	32.76	0.00	0.00
ELMO1-AS1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ELMO2	37.31	172.43	25.27	6.69	7.57	0.00	0.00	0.00	146.84	27.71	94.61	86.08	79.10	150.00	0.00	31.55	5.52	97.67	107.98	196.63	0.00	8.19	44.65	32.02
ELMO3	0.00	0.00	0.00	0.00	2.52	0.00	0.00	0.00	3.86	0.00	0.00	0.00	0.00	0.00	0.00	4.51	0.00	2.96	0.00	0.00	0.00	0.00	0.00	2.29
ELMOD1	138.58	14.78	27.22	40.11	73.15	0.00	0.00	0.00	0.00	23.75	0.00	5.74	1.93	52.94	0.00	4.51	27.61	2.96	5.59	136.79	0.00	0.00	31.25	0.00
ELMOD2	58.63	4.93	81.66	6.69	34.05	0.00	0.00	0.00	7.73	102.93	0.00	43.04	1.93	0.00	0.00	9.01	16.56	5.92	67.02	4.27	407.83	8.19	22.32	50.32
ELMOD3	0.00	4.93	17.50	0.00	1.26	0.00	0.00	0.00	0.00	0.00	4.98	48.78	1.93	0.00	0.00	0.00	60.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ELMSAN1	5.33	0.00	1.94	73.54	10.09	0.00	0.00	0.00	34.78	1.98	2.49	34.43	5.79	35.29	0.00	27.04	30.37	2.96	0.00	0.00	0.00	0.00	26.79	2.29
ELN	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.98	0.00	0.00	0.00	0.00	0.00	4.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ELOF1	10.66	137.95	151.65	53.49	45.40	0.00	0.00	0.00	69.56	9.90	57.26	80.34	55.95	167.65	327.01	18.03	27.61	56.23	189.89	4.27	0.00	16.38	84.83	59.47
ELOVL1	10.66	9.85	0.00	60.17	3.78	0.00	0.00	0.00	3.86	0.00	1.24	0.00	46.30	0.00	0.00	90.15	168.41	65.11	65.16	0.00	0.00	0.00	4.46	80.05
ELOVL2	63.96	0.00	42.77	80.23	17.66	0.00	0.00	0.00	96.61	41.57	8.71	344.31	146.63	255.89	0.00	171.28	82.82	174.62	55.85	4.27	0.00	24.57	22.32	148.67
ELOVL2-AS1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	65.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.46	0.00
ELOVL3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.96	1.24	2.87	9.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ELOVL4	0.00	9.85	3.89	53.49	7.57	0.00	0.00	0.00	3.86	25.73	74.69	17.22	32.80	8.82	0.00	0.00	2.76	115.43	145.21	68.39	0.00	49.14	58.04	9.15
ELOVL5	458.39	192.14	334.40	274.12	248.45	44.26	1297.02	0.00	405.74	257.32	307.47	530.81	592.31	926.48	0.00	270.44	444.48	550.51	547.33	636.93	0.00	393.09	424.15	407.13
ELOVL6	0.00	0.00	1.94	6.69	2.52	0.00	0.00	0.00	15.46	1.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.86	0.00	0.00	0.00	0.00	27.45
ELOVL7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ELP2	31.98	236.48	66.10	147.09	20.18	44.26	0.00	0.00	3.86	67.30	121.99	5.74	21.22	61.77	0.00	0.00	5.52	2.96	42.82	8.55	0.00	0.00	8.93	13.72
ELP3	0.00	19.71	7.78	6.69	2.52	0.00	0.00	0.00	200.94	63.34	42.32	157.81	1.93	105.88	0.00	13.52	22.09	5.92	9.31	111.14	0.00	16.38	0.00	86.91
ELP4	10.66	0.00	3.89	20.06	7.57	0.00	0.00	0.00	19.32	23.75	1.24	0.00	40.52	70.59	0.00	27.04	0.00	2.96	0.00	0.00	0.00	0.00	0.00	4.57
ELP5	47.97	73.90	130.26	133.71	105.94	0.00	0.00	0.00	7.73	49.48	2.49	154.94	3.86	0.00	0.00	94.65	5.52	29.60	46.54	55.57	0.00	0.00	13.39	57.18
ELP6	53.30	29.56	29.16	0.00	10.09	0.00	0.00	0.00	73.42	3.96	1.24	31.56	160.14	0.00	0.00	85.64	2.76	68.07	37.23	17.10	0.00	0.00	35.72	2.29
ELSPBP1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
EMB	101.27	251.26	21.39	26.74	58.01	0.00	0.00	0.00	81.15	162.31	64.73	65.99	108.04	114.71	0.00	27.04	113.19	32.56	113.56	59.85	0.00	8.19	133.94	54.89
EMBP1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.76	47.36	44.68	4.27	0.00	0.00	0.00	0.00
EMC1	31.98	108.39	3.89	6.69	7.57	0.00	0.00	0.00	77.28	140.53	9.96	48.78	82.96	0.00	0.00	166.77	96.63	147.99	9.31	106.87	0.00	0.00	8.93	84.63
EMC10	218.53	310.38	159.42	93.60	95.85	88.53	0.00	0.00	533.26	401.81	38.59	229.54	366.58	441.18	327.01	635.52	320.25	204.22	584.56	175.26	0.00	515.94	526.84	178.40
EMC2	143.91	113.31	21.39	167.14	95.85	0.00	648.51	0.00	23.19	25.73	19.92	2.87	146.63	8.82	327.01	13.52	57.98	5.92	48.40	51.30	0.00	106.46	40.18	98.35
EMC3	143.91	201.99	279.96	26.74	78.19	0.00	0.00	0.00	15.46	29.69	139.42	94.69	55.95	17.65	0.00	22.54	38.65	56.23	145.21	8.55	0.00	155.60	98.22	68.62
EMC3-AS1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	27.93	4.27	0.00	0.00	0.00	0.00
EMC4	69.29	0.00	31.11	0.00	51.71	309.84	0.00	0.00	135.25	41.57	36.10	11.48	52.09	61.77	0.00	0.00	2.76	100.63	26.06	55.57	0.00	8.19	4.46	91.49
EMC6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
EMC7	149.24	201.99	134.15	274.12	232.05	0.00	0.00	0.00	336.19	213.77	143.15	114.77	254.68	388.24	0.00	198.32	135.28	242.70	240.16	282.13	0.00	81.89	522.37	189.84
EMC8	5.33	14.78	151.65	0.00	8.83	44.26	0.00	0.00	15.46	1.98	43.57	5.74	3.86	17.65	327.01	67.61	2.76	0.00	5.59	0.00	0.00	0.00	8.93	54.89
EMC9	0.00	29.56	0.00	13.37	7.57	0.00	0.00	0.00	0.00	35.63	8.71	2.87	9.65	0.00	0.00	31.55	2.76	0.00	16.76	34.20	0.00	0.00	4.46	2.29
EMCN	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
EMD	0.00	4.93	1.94	46.80	22.70	0.00	0.00	0.00	0.00	0.00	0.00	2.87	1.93	0.00	0.00	0.00	0.00	0.00	5.59	0.00	0.00	0.00	0.00	0.00
EME1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.19	0.00	0.00
EME2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
EMG1	159.90	4.93	5.83	0.00	40.36	0.00	0.00	0.00	0.00	162.31	87.14	31.56	42.45	61.77	0.00	112.68	27.61	76.95	63.30	4.27	0.00	8.19	151.80	4.57
EMID1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
EMILIN1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
EMILIN2	5.33	0.00	0.00	0.00	3.78	0.00	0.00	0.00	0.00	1.98	0.00	5.74	3.86	8.82	0.00	117.19	16.56	2.96	50.27	0.00	0.00	16.38	66.97	43.46
EMILIN3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	27.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
EML1	5.33	4.93	27.22	0.00	5.04	0.00	0.00	0.00	3.86	0.00	0.00	0.00	0.00	0.00	0.00	4.51	5.52	100.63	0.00	0.00	0.00	0.00	111.62	2.29
EML2	0.00	0.00	33.05	0.00	0.00	0.00	0.00	0.00	54.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
EML2-AS1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
EML3	10.66	0.00	1.94	0.00	1.26	0.00	0.00	0.00	23.19	81.15	0.00	0.00	38.59	52.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
EML4	42.64	9.85	33.05	0.00	107.20	44.26	0.00	0.00	81.15	253.36	37.34	8.61	164.00	8.82	0.00	18.03	104.91	14.80	53.99	4.27	0.00	0.00	196.45	4.57
EML5	58.63	0.00	1.94	6.69	1.26	0.00	0.00	0.00	0.00	1.98	39.83	0.00	1.93	0.00	0.00	9.01	2.76	0.00	96.81	0.00	0.00	0.00	0.00	2.29
EML6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
EMP1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
EMP2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.86	0.00	0.00	0.00	8.93	2.29
EMP3	0.00	0.00	139.98	327.60	16.40	0.00	0.00	0.00	15.46	176.16	209.13	309.88	3.86	105.88	0.00	126.20	44.17	130.23	1.86	72.67	0.00	139.22	178.59	205.85
EMX1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
EMX2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
EMX2OS	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.93	0.00	0.00	4.51	0.00	2.96	1.86	8.55	0.00	0.00	4.46	0.00
EN1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
EN2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENAH	234.52	280.82	108.88	86.91	174.04	0.00	0.00	484.97	154.57	77.19	17.43	255.36	216.09	35.29	0.00	252.41	223.62	219.02	85.64	47.02	407.83	221.12	205.38	375.10
ENAM	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENC1	181.22	98.53	71.94	193.89	50.45	265.58	0.00	0.00	81.15	51.46	1.24	134.86	227.66	0.00	0.00	22.54	13.80	159.82	11.17	25.65	0.00	49.14	71.44	125.80
ENDOD1	223.86	320.23	7.78	66.86	27.75	0.00	0.00	0.00	146.84	118.76	151.87	215.19	67.53	88.24	0.00	139.73	85.58	56.23	94.95	17.10	407.83	122.84	187.52	123.51
ENDOG	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENDOU	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENDOV	0.00	0.00	0.00	0.00	1.26	44.26	0.00	0.00	0.00	0.00	0.00	0.00	54.02	8.82	0.00	0.00	0.00	0.00	0.00	29.92	0.00	16.38	0.00	2.29
ENG	0.00	0.00	1.94	0.00	0.00	0.00	0.00	0.00	3.86	1.98	0.00	0.00	25.08	0.00	0.00	0.00	5.52	0.00	0.00	4.27	0.00	0.00	0.00	182.98
ENGASE	5.33	0.00	3.89	0.00	3.78	0.00	0.00	0.00	3.86	1.98	0.00	0.00	34.73	35.29	0.00	0.00	0.00	68.07	1.86	76.94	0.00	0.00	35.72	0.00
ENHO	5.33	4.93	21.39	26.74	5.04	0.00	648.51	0.00	73.42	3.96	84.65	88.95	152.42	0.00	0.00	94.65	57.98	183.50	11.17	4.27	0.00	16.38	4.46	25.16
ENKD1	0.00	0.00	93.32	13.37	22.70	0.00	0.00	0.00	3.86	104.91	1.24	14.35	3.86	0.00	0.00	13.52	0.00	2.96	7.45	0.00	0.00	8.19	66.97	0.00
ENKUR	0.00	0.00	0.00	66.86	1.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENO1	293.15	88.68	149.70	494.75	172.78	0.00	0.00	0.00	293.68	229.60	328.63	338.57	239.24	70.59	0.00	40.57	168.41	310.77	137.76	179.54	407.83	147.41	209.84	114.36
ENO1-AS1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENO2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENO3	5.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	21.37	0.00	0.00	0.00	0.00
ENO4	53.30	0.00	0.00	0.00	7.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENOPH1	21.32	0.00	17.50	66.86	3.78	44.26	0.00	0.00	30.91	77.19	2.49	11.48	82.96	194.12	0.00	4.51	52.45	44.40	16.76	183.81	0.00	8.19	8.93	2.29
ENOSF1	0.00	123.17	19.44	20.06	13.87	44.26	0.00	0.00	0.00	45.53	0.00	11.48	67.53	52.94	0.00	9.01	2.76	88.79	3.72	72.67	0.00	0.00	0.00	215.00
ENOX1	47.97	14.78	202.20	93.60	26.48	44.26	0.00	0.00	57.96	7.92	73.44	8.61	7.72	17.65	0.00	9.01	0.00	14.80	5.59	4.27	0.00	0.00	0.00	6.86
ENOX1-AS2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENOX2	0.00	0.00	44.72	40.11	5.04	0.00	0.00	0.00	11.59	95.01	2.49	60.25	142.77	8.82	0.00	0.00	46.93	14.80	3.72	192.36	0.00	0.00	8.93	91.49
ENPEP	0.00	123.17	0.00	0.00	0.00	0.00	0.00	0.00	3.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.76	0.00	0.00	0.00	0.00	0.00	4.46	2.29
ENPP1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENPP2	74.62	93.61	110.82	40.11	41.62	0.00	648.51	484.97	46.37	25.73	176.76	109.03	57.88	238.24	0.00	135.22	149.08	224.94	111.70	12.82	0.00	253.87	17.86	16.01
ENPP3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENPP4	31.98	9.85	35.00	33.43	42.88	0.00	0.00	0.00	81.15	27.71	124.48	88.95	71.39	150.00	0.00	13.52	11.04	97.67	83.78	239.38	0.00	8.19	13.39	105.21
ENPP5	607.63	502.52	145.81	541.55	177.82	177.05	648.51	484.97	483.03	785.80	237.76	433.26	144.70	538.24	0.00	288.47	458.29	458.76	303.45	457.39	407.83	778.00	290.21	180.69
ENPP6	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENPP7	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENPP7P13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSA	26.65	64.05	11.67	0.00	13.87	0.00	0.00	0.00	7.73	61.36	14.94	5.74	67.53	44.12	0.00	49.58	77.30	79.91	3.72	102.59	0.00	16.38	169.66	48.03
ENTHD1	0.00	0.00	5.83	6.69	3.78	0.00	0.00	0.00	3.86	0.00	0.00	2.87	1.93	0.00	0.00	0.00	44.17	8.88	0.00	0.00	0.00	0.00	4.46	0.00
